Ref,Val,Package,PosX,PosY,Rot,Side
"C2","0.1uF","C_0805_2012Metric",89.825000,-79.225000,-90.000000,bottom
"R2","5.1k","R_0805_2012Metric",85.400000,-67.150000,180.000000,bottom
"R3","5.1k","R_0805_2012Metric",85.400000,-70.100000,180.000000,bottom
"R4","10k","R_0805_2012Metric",108.925000,-52.900000,0.000000,bottom
